id,userId,createdAt,updatedAt,category,rawText,normalizedText,lexicalText,status
22b5a61e-3d1e-4320-93e2-d270ea040e40,YbkaffLSwQispI2C5xVp5wEqKEB9JPLO,2026-05-21T06:28:15.410Z,2026-05-26T11:49:48.248Z,task,Ich würde gerne noch mal schauen wie die ontology recomputed wird und schauen wie Kandidaten hinzugefügt werden zu der ontologie. Das Ziel ist die computationszeit so verringern,Ich würde gerne noch mal schauen wie die ontology recomputed wird und schauen wie Kandidaten hinzugefügt werden zu der ontologie. Das Ziel ist die computationszeit so verringern,ich würde gerne noch mal schauen wie die ontology recomputed wird und schauen wie kandidaten hinzugefügt werden zu der ontologie. das ziel ist die computationszeit so verringern,
f4d2b08e-3aa5-43ad-90ba-2e1ed8550ea2,YbkaffLSwQispI2C5xVp5wEqKEB9JPLO,2026-05-21T01:22:54.341Z,2026-05-26T11:49:48.248Z,memory,Ich möchte mal merken dass ich einen chatbot also im Real companion bot Power und die Funktionalität von empathy Link da mit rein baue,Ich möchte mal merken dass ich einen chatbot also im Real companion bot Power und die Funktionalität von empathy Link da mit rein baue,ich möchte mal merken dass ich einen chatbot also im real companion bot power und die funktionalität von empathy link da mit rein baue,
ea9c08c8-7738-4728-8398-db17a7a72615,YbkaffLSwQispI2C5xVp5wEqKEB9JPLO,2026-05-20T12:53:37.734Z,2026-05-26T11:49:48.248Z,task,I want to make sure that the reconpute ontology does not run during CAPTCHA but in the background task like in the night maybe because I just ingested a thought and it took like three minutes this is like not acceptability ux for the user,I want to make sure that the reconpute ontology does not run during CAPTCHA but in the background task like in the night maybe because I just ingested a thought and it took like three minutes this is like not acceptability ux for the user,i want to make sure that the reconpute ontology does not run during captcha but in the background task like in the night maybe because i just ingested a thought and it took like three minutes this is like not acceptability ux for the user,
d5f8acf4-be83-4295-a1e2-2d75d28319d1,YbkaffLSwQispI2C5xVp5wEqKEB9JPLO,2026-05-20T12:47:43.128Z,2026-05-26T11:49:48.248Z,reflection,Kannst du einmal merken dass ich mir überlegen soll wie ich meine infans bezahle oder ob ich vielleicht irgendwelche Startup Plans bekomme und vielleicht auch sogar die miteinander kombiniere dass ich basically unendlich profitable margin also in findet money Glitch bekomme also für mein Projekt eigenmesh ne,Kannst du einmal merken dass ich mir überlegen soll wie ich meine infans bezahle oder ob ich vielleicht irgendwelche Startup Plans bekomme und vielleicht auch sogar die miteinander kombiniere dass ich basically unendlich profitable margin also in findet money Glitch bekomme also für mein Projekt eigenmesh ne,kannst du einmal merken dass ich mir überlegen soll wie ich meine infans bezahle oder ob ich vielleicht irgendwelche startup plans bekomme und vielleicht auch sogar die miteinander kombiniere dass ich basically unendlich profitable margin also in findet money glitch bekomme also für mein projekt eigenmesh ne,
48330487-aef9-4b7a-9c91-0dd6d1652ac5,YbkaffLSwQispI2C5xVp5wEqKEB9JPLO,2026-05-20T10:49:26.437Z,2026-05-26T11:49:48.248Z,idea,Ich möchte gerne aus meiner eigenen App eine PWA machen also eine progressive Web App und ich würde gerne ja genau die offline first machen also background worker und Server Service worker einrichten,Ich möchte gerne aus meiner eigenen App eine PWA machen also eine progressive Web App und ich würde gerne ja genau die offline first machen also background worker und Server Service worker einrichten,ich möchte gerne aus meiner eigenen app eine pwa machen also eine progressive web app und ich würde gerne ja genau die offline first machen also background worker und server service worker einrichten,
d8269a81-a753-414a-8b2d-54fb6f9c9ed6,YbkaffLSwQispI2C5xVp5wEqKEB9JPLO,2026-05-19T17:17:50.816Z,2026-05-26T11:49:48.248Z,observation,Anton sitzt im space neben mir,Anton sitzt im space neben mir,anton sitzt im space neben mir,
2492a152-6d6b-48b0-a426-7d083c2f227b,YbkaffLSwQispI2C5xVp5wEqKEB9JPLO,2026-05-19T17:16:47.708Z,2026-05-26T11:49:48.248Z,task,"Ich möchte Cora vom space diese Woche noch sagen, dass ich in den FLEX Tarif des space möchte","Ich möchte Cora vom space diese Woche noch sagen, dass ich in den FLEX Tarif des space möchte","ich möchte cora vom space diese woche noch sagen, dass ich in den flex tarif des space möchte",
6bf77438-2a49-4c46-9fb3-0b41dc68f9ac,YbkaffLSwQispI2C5xVp5wEqKEB9JPLO,2026-05-19T17:15:55.124Z,2026-05-26T11:49:48.248Z,task,Ich arbeite an meiner App empathy-link im space,Ich arbeite an meiner App empathy-link im space,ich arbeite an meiner app empathy-link im space,
254919fa-8e02-4ded-a7af-c4c5ae12ca05,YbkaffLSwQispI2C5xVp5wEqKEB9JPLO,2026-05-19T17:15:17.847Z,2026-05-26T11:49:48.248Z,memory,Das Gehäuse ist von der boje ,Das Gehäuse ist von der boje,das gehäuse ist von der boje,
fa35023d-97ff-49a2-b86f-2df071890adc,YbkaffLSwQispI2C5xVp5wEqKEB9JPLO,2026-05-19T17:14:31.302Z,2026-05-26T11:49:48.248Z,observation,Die neuen Atlas scientific sensoren passen nicht mehr ins gehäuse,Die neuen Atlas scientific sensoren passen nicht mehr ins gehäuse,die neuen atlas scientific sensoren passen nicht mehr ins gehäuse,
57102fd4-50c5-4ec2-88a2-672a4af34396,YbkaffLSwQispI2C5xVp5wEqKEB9JPLO,2026-05-19T17:13:16.386Z,2026-05-26T11:49:48.248Z,task,Ich möchte noch an der boje für mein startup cerberus arbeiten,Ich möchte noch an der boje für mein startup cerberus arbeiten,ich möchte noch an der boje für mein startup cerberus arbeiten,
4acd90b8-762e-42c5-8b72-2badbed6c42e,YbkaffLSwQispI2C5xVp5wEqKEB9JPLO,2026-05-19T16:47:46.476Z,2026-05-26T11:49:48.248Z,observation,der space ist in der hamburger hafencity,der space ist in der hamburger hafencity,der space ist in der hamburger hafencity,
479f2987-e1e1-4175-b0e7-ba91ccc3f718,YbkaffLSwQispI2C5xVp5wEqKEB9JPLO,2026-05-19T16:46:41.941Z,2026-05-26T11:49:48.248Z,observation,ich bin gerade im space,ich bin gerade im space,ich bin gerade im space,
